q1,q2,q3,q4,q5,q6,q7
-0.4437509099093925,0.8368377523374166,-0.25522222078109175,-2.120335244516411,-0.14058661839267328,2.055577088418364,0.803094888414741
-0.44123104674136776,0.8077579180205625,-0.259352167703354,-2.136259195232147,-0.14117052289586626,2.043193955245896,0.8024277142580956
-0.4388023215369557,0.7785755231255769,-0.26351730386017963,-2.1516966834389857,-0.14170827099017028,2.0309346556034074,0.8018177283915899
-0.436450738151757,0.7493234861447474,-0.26771433513018156,-2.1665885539279484,-0.14220381546704516,2.018664204606698,0.8012990603988591
-0.43420192563902066,0.7199811843134997,-0.27191202288020067,-2.180962970599086,-0.14268770807700853,2.0064674082803418,0.8008028210670813
-0.4320518577476445,0.6905572682033168,-0.2761032357502721,-2.1948030732603345,-0.1431958410146185,1.9943192320207848,0.8002996960592429
-0.4299981403808077,0.6610626395021654,-0.28028440879353667,-2.2080919422269742,-0.1436663186990497,1.982174801192213,0.799850670723678
-0.4280494463686623,0.6314852949644019,-0.28444498040861327,-2.2208596769902287,-0.14409184387184698,1.9701558116391693,0.7994163446328546
-0.4261958999034754,0.601857371282253,-0.2885618963415333,-2.233058503252096,-0.14462284721479055,1.9581292190119353,0.7989121038291396
-0.42445161612633364,0.5721759853286367,-0.2926201956420193,-2.244703278726241,-0.14515583983657082,1.946160442651277,0.7984140112476519
-0.4228219897992768,0.5424515757506205,-0.29660589142122035,-2.255786638253524,-0.1456825814587155,1.93425616295447,0.7979272298559033
-0.4213105455962241,0.5126999965301926,-0.30050354463804896,-2.266298466413523,-0.14619342130009147,1.9224149414309604,0.7974567524252595
-0.4199212121576092,0.4829295074160856,-0.30427794051661644,-2.2762511923381776,-0.14681748387312943,1.9106937110361668,0.7968668085833374
-0.41860083246470026,0.4532304721316833,-0.3079736379045576,-2.2855240321692207,-0.14735273231717821,1.898794403606232,0.7964566127433799
-0.41746690628262245,0.42350673809279793,-0.31152690917445247,-2.29426971551754,-0.14769728918472488,1.8872073394313864,0.796204484118769
-0.41644604682807995,0.3938758431587022,-0.31491789051165064,-2.3023606973890556,-0.1480660851462821,1.8755675213565226,0.7959336366496463
-0.4155826084036898,0.36426470851486953,-0.3181195309428554,-2.309915478432141,-0.14836969785944157,1.8641849601590148,0.7957172937756922
-0.4147852462680239,0.33477911473420663,-0.3211723597619732,-2.3168416132868854,-0.1487439723607353,1.8529037763542704,0.7953894677591756
-0.4140697168597531,0.30545741771732937,-0.324046062018391,-2.3231047508984783,-0.14918222168205264,1.841636756055258,0.7949969542639701
-0.4133572321036654,0.27635917036826774,-0.3267443588363778,-2.328704547679547,-0.14991894544349738,1.8304188361317983,0.7943412639543387
-0.41277317312477724,0.24740158448276195,-0.32923907763262517,-2.3337172643394464,-0.15054907699596556,1.8194658336023317,0.7937310324401929
-0.41231072942734903,0.21867313370371408,-0.33149611997809814,-2.3380866714163635,-0.15107272148757028,1.8086843649943651,0.7931893916025197
-0.41195877787699786,0.19018780974050115,-0.3335149759220137,-2.3418442777671107,-0.15152266893146552,1.7981666289709637,0.7927048188523725
-0.41168578280370144,0.16199723731900056,-0.3353037917156316,-2.344962962499451,-0.15193952749965453,1.7878652983970449,0.7922327890085897
-0.4115585037925501,0.13405997288068927,-0.3368234480858185,-2.347523347422044,-0.15219883108186472,1.7780081893690607,0.7919046832310116
-0.41152157041616344,0.10655850050764758,-0.33807267185868145,-2.3493550167470656,-0.15238522407093885,1.768208247328307,0.7916881082980474
-0.4115388651141419,0.07940837764277373,-0.33909035517175085,-2.350589419067289,-0.15255119697594768,1.758789774013889,0.7914721121387069
-0.4115279885789199,0.052708697416980636,-0.33990919330811076,-2.35116918460746,-0.1528220826004628,1.7496420782074027,0.7910739515597288
