q1,q2,q3,q4,q5,q6,q7
0.15629919132277964,0.7501297919650629,0.1011231807030552,-2.368827732974952,0.10467725120542383,2.036492132818594,0.7986837032301929
0.1551103366202917,0.7172914865036386,0.10346072396791738,-2.3863538292732174,0.10376361908443477,2.0221544979964934,0.7976754592489765
0.15405097034913212,0.6841774003437332,0.10573587200743875,-2.4033963021609095,0.10328163074417587,2.007690150761406,0.7971452532866918
0.15304365937631034,0.6508014176514406,0.10806772867635892,-2.4199271933651176,0.10266736493617482,1.993107787265138,0.796432733716253
0.15207986988239575,0.6171590097887332,0.11046124450876292,-2.43592644417929,0.10193544246519717,1.9783370249687242,0.7955665887518568
0.15118719918253495,0.5832576233962813,0.11288805547852657,-2.451393450139526,0.10115140992763694,1.9634686107461776,0.7946258188719071
0.1504016053240761,0.5490896756900605,0.11529995153975174,-2.466325998089496,0.10042592762872811,1.9484735981354255,0.7937220034949561
0.14969357662518396,0.514691442097695,0.11771663851719151,-2.4806752789707094,0.09968094408558863,1.9332967479798715,0.7927708082386221
0.14901663187085934,0.48009631674295916,0.12022004330287506,-2.4944120601542843,0.0986533627044317,1.9179054786443401,0.7914628184468526
0.14844732097825775,0.4452780729225451,0.12269005118260944,-2.5075455746908664,0.0976428656645887,1.9023634260465945,0.7901436048358904
0.1479895630132708,0.41026843390352924,0.12511491266040933,-2.520058550710249,0.09665245132285001,1.8866756843500305,0.7888175570489386
0.14773576091453802,0.3750326872899835,0.12731561661067986,-2.531997458079815,0.09615638473587741,1.8709731229865432,0.7880408041450092
0.14754990916762942,0.33969942413729154,0.12949381288643064,-2.543232344217707,0.09553962737087482,1.855064083206824,0.7871041873440758
0.1474934512317468,0.3042333931273505,0.13155943963970929,-2.5538336644951114,0.09498863487850337,1.8390951718374207,0.7862322287548094
0.14752348445217664,0.2687104949583876,0.133557891469469,-2.5637286169416393,0.09436162242472228,1.8230294444398196,0.7852303668741227
0.14764903480029243,0.23316714408029487,0.13543945529355775,-2.572893671218721,0.09375399876656446,1.8068289181276218,0.7842360641683273
0.14787471383735235,0.19760031825508392,0.13716508843199263,-2.5813776430875035,0.09328298234598262,1.7906648805018346,0.7834822430235097
0.1481464241745491,0.16205927717482582,0.13881404136316927,-2.5891448731214908,0.09275348295653803,1.7745542931239378,0.7826631741305472
0.148457102534618,0.1266815869107402,0.140427361886402,-2.5960889722088067,0.09193467365503685,1.7583334212351136,0.7815496502313816
